FID,Region,Country,Plant,NumReactor,Latitude,Longitude,p90_1200,p00_1200,p10_1200,p90u_1200,p00u_1200,p10u_1200,p90r_1200,p00r_1200,p10r_1200,p90_30,p00_30,p10_30,p90u_30,p00u_30,p10u_30,p90r_30,p00r_30,p10r_30,p90_75,p00_75,p10_75,p90u_75,p00u_75,p10u_75,p90r_75,p00r_75,p10r_75,p90_150,p00_150,p10_150,p90u_150,p00u_150,p10u_150,p90r_150,p00r_150,p10r_150,p90_600,p00_600,p10_600,p90u_600,p00u_600,p10u_600,p90r_600,p00r_600,p10r_600,p90_300,p00_300,p10_300,p90u_300,p00u_300,p10u_300,p90r_300,p00r_300,p10r_300
216,America - Northern,UNITED STATES OF AMERICA,SAXTON,1,40.226944,-78.241944,162402000,175903000,194136000,134276000,145449000,160594000,28125900,30453700,33541700,88225.5,89190,98036.8,43098.7,43594.4,47917.8,45126.8,45595.5,50119,784688,792295,871435,481764,486252,534789,302924,306043,336646,5003100,5062720,5578820,3629010,3671770,4046990,1374090,1390960,1531830,93040200,98988200,109256000,78991500,84040800,92793600,14048700,14947400,16462700,27599100,28655000,31611900,22644500,23565100,26004900,4954620,5089970,5606930
217,America - Northern,UNITED STATES OF AMERICA,SEABROOK,1,42.8981,-70.8514,110058000,116798000,128907000,92930800,98621900,108892000,17127000,18176300,20015600,367260,380275,420074,319630,329802,364354,47630.6,50472.9,55719.8,3759300,3930520,4341510,3503640,3656850,4039450,255660,273677,302056,8217330,8546300,9434740,7335990,7620360,8413320,881341,925936,1021410,56314000,58593300,64683900,49516200,51560100,56942100,6797800,7033280,7741840,16198600,16701700,18417900,13693300,14111300,15564500,2505290,2590420,2853420
218,Europe - Western,UNITED KINGDOM,SELLAFIELD,5,54.4205,-3.4975,221957000,229950000,238815000,167063000,173146000,179910000,54893700,56803600,58905500,108139,111325,116792,51152.6,52659.6,55245.4,56986.6,58665.5,61546.2,864326,900028,944636,576815,600300,630168,287511,299727,314468,11232700,11716600,12309300,10092700,10529600,11063000,1140000,1187000,1246370,67249300,69434500,73553200,56277100,58078800,61390900,10972300,11355700,12162300,32050200,33545900,35564300,27288900,28560800,30248800,4761290,4985080,5315430
219,Asia - Far East,JAPAN,SENDAI,2,31.833542,130.189984,361967000,391514000,409257000,250377000,270278000,281580000,111591000,121236000,127677000,225948,226526,227148,98697.6,98024.4,98289.7,127251,128501,128858,1690040,1687280,1691800,808946,803162,805351,881098,884122,886452,5887350,5879840,5894780,3715790,3703500,3713230,2171550,2176340,2181550,62162100,61766500,62836200,48453700,48248000,49104500,13708400,13518600,13731700,14769500,14871100,14905700,10119300,10220600,10245600,4650190,4650520,4660130
220,America - Northern,UNITED STATES OF AMERICA,SEQUOYAH,2,35.2233,-85.0878,177898000,197282000,217755000,147099000,163490000,180533000,30799800,33791600,37222100,341199,401534,442787,310442,365270,402799,30756.6,36263.3,39988.1,762058,912404,1006020,536182,641109,706892,225876,271295,299129,3091100,3691870,4071260,2134480,2549490,2811830,956615,1142380,1259430,45478500,51580500,56900000,33435900,37959000,41890900,12042600,13621600,15009100,13631400,16100500,17768800,9850250,11699500,12916800,3781200,4401060,4852060
221,America - Northern,UNITED STATES OF AMERICA,SHEARON HARRIS,1,35.6333,-78.9561,169266000,185685000,204956000,141732000,155628000,171848000,27533800,30057100,33108200,276645,343340,379329,219233,272380,300971,57412.1,70960.2,78357.8,1579800,1941340,2143590,1218260,1498910,1655280,361540,442436,488305,4003390,4852310,5353740,2798490,3393660,3744960,1204900,1458650,1608780,45748000,51459600,56780600,35651300,40091700,44251200,10096700,11367900,12529400,12063900,14417600,15905400,8780570,10547700,11640000,3283360,3869870,4265450
222,Asia - Far East,JAPAN,SHIKA,2,37.05999,136.726869,211823000,223678000,228899000,152584000,161050000,164238000,59239000,62628000,64660100,193940,193655,193781,92331.4,92170.1,92232.5,101609,101485,101549,1926730,1943920,1948650,1500230,1516160,1520200,426500,427759,428454,4352000,4407840,4418700,2963110,3001450,3009200,1388890,1406390,1409510,102697000,105859000,106103000,83752100,86543700,86748100,18945300,19315400,19355300,54789800,56515900,56646600,46388800,47901700,48015500,8400990,8614220,8631110
223,Asia - Far East,JAPAN,SHIMANE,3,35.539583,132.997495,283006000,301529000,312115000,201965000,215159000,222024000,81040700,86369900,90091000,431264,424731,425681,312477,308125,308808,118787,116606,116873,944488,932475,934535,511125,504085,505202,433363,428390,429333,6128850,6190510,6203780,4122700,4174020,4183480,2006160,2016490,2020300,123791000,128577000,130691000,101621000,106300000,108109000,22169800,22278000,22581800,35292600,35741400,35824900,28576400,28986600,29057200,6716240,6754790,6767700
224,Asia - Far East,"KOREA, REPUBLIC OF",SHIN-WOLSONG,2,35.721747,129.478471,495170000,534914000,561665000,328639000,354398000,370943000,166531000,180515000,190722000,1318780,1256920,1314130,1222420,1165090,1218120,96355.8,91836.3,96016.1,5324980,5112150,5343530,4831170,4627840,4837290,493809,484312,506237,12948700,12442300,12996500,11192300,10740500,11219900,1756390,1701790,1776560,103758000,109948000,113011000,76543000,81290900,83469100,27215200,28657400,29541500,41695300,42765000,44318100,33734900,34936600,36233600,7960460,7828450,8084500
225,America - Northern,UNITED STATES OF AMERICA,SHIPPINGPORT,1,40.621111,-80.435278,169819000,184044000,203117000,139642000,151339000,167097000,30177000,32705600,36020600,404705,401936,443428,328043,325798,359430,76662.5,76138,83997.7,3099810,3096040,3415330,2647370,2643430,2916130,452431,452618,499204,7837920,7883740,8700250,6440320,6481160,7154440,1397600,1402580,1545820,94372100,100723000,111176000,79327800,84685800,93512300,15044300,16037500,17663700,20035900,20656400,22782800,16166400,16717400,18443600,3869420,3939030,4339230
226,America - Northern,UNITED STATES OF AMERICA,SHOREHAM,1,40.961111,-72.865,126846000,135492000,149519000,105784000,112890000,124628000,21062000,22602400,24891800,620779,637123,703657,618957,635269,701617,1822.19,1853.96,2040.45,4553450,4692550,5185560,4422950,4560150,5039550,130496,132393,146015,22133600,23036300,25465100,21232700,22113500,24448600,900890,922817,1016540,69687400,73076600,80662800,61115600,64149400,70833900,8571830,8927160,9828900,40757000,42401300,46833100,37510000,39056000,43148500,3247010,3345280,3684570
227,Europe - Western,UNITED KINGDOM,SIZEWELL,3,52.215,1.61972,314163000,323848000,336617000,228889000,236005000,245684000,85273700,87842500,90932800,184830,191200,200678,75398.5,77961.6,81826.9,109432,113238,118851,1481610,1526100,1601910,860871,885706,929760,620735,640393,672149,12126700,12309200,12932900,10441200,10572700,11110200,1685500,1736500,1822700,153878000,159841000,166367000,124073000,128784000,134091000,29805600,31056900,32275800,61427800,63465700,66679000,52434700,54153200,56893000,8993130,9312470,9786070
228,Europe - Central and Eastern,RUSSIAN FEDERATION,SMOLENSK,3,54.1667,33.2333,225360000,219630000,210507000,138234000,135112000,129684000,87125100,84517700,80822700,96345.6,92426.5,87971.9,78332.8,75074.6,71394.2,18012.8,17351.8,16577.7,338983,327171,312105,129571,124666,118647,209412,202505,193457,2401830,2314920,2210940,1238420,1198930,1147870,1163410,1115990,1063070,68486900,65314400,62020200,45936800,44033100,41941500,22550100,21281300,20078800,11535500,10673300,10182100,6479720,6036430,5773610,5055800,4636920,4408520
229,America - Northern,UNITED STATES OF AMERICA,SOUTH TEXAS,2,28.795,-96.0481,111150000,127301000,141047000,77721500,89543200,99240900,33428200,37757300,41806500,28476.7,34934.6,38425,23623.9,28967.7,31864.3,4852.81,5966.86,6560.68,190015,235667,259689,146004,181055,199541,44010.8,54612.4,60148.4,3587150,4490290,4962860,3424690,4287390,4739700,162456,202895,223163,25047500,29854600,32990500,21379300,25577500,28277700,3668160,4277040,4712820,7756210,9837690,10859900,6924320,8790070,9706750,831894,1047630,1153170
230,Europe - Central and Eastern,UKRAINE,SOUTH UKRAINE,3,47.812171,31.217726,296138000,297209000,294298000,171971000,173429000,171990000,124167000,123780000,122307000,150433,142930,132152,83457.2,79628.3,73626.6,66975.7,63301.4,58525.1,626586,577581,534372,168992,155907,144312,457594,421673,390060,3706660,3410270,3162640,1663360,1548140,1440350,2043290,1862130,1722280,76755700,72918400,68087100,43054200,40814600,38155700,33701400,32103900,29931400,22207900,21031300,19310300,13135100,12518600,11514100,9072800,8512710,7796230
231,Europe - Western,FRANCE,ST. ALBAN,2,45.405,4.75556,391301000,405522000,425988000,276876000,287004000,301631000,114425000,118518000,124357000,565166,581892,616969,443415,455623,483089,121750,126269,133880,3261230,3392680,3597070,2557840,2653380,2813250,703384,739304,783814,7206120,7537180,7990880,5156790,5395540,5721320,2049340,2141640,2269560,117994000,122358000,128662000,84116400,87158600,91834100,33877200,35199400,36828200,23826100,24796100,26259600,16318500,17039800,18046100,7507620,7756290,8213440
232,Europe - Western,FRANCE,ST. LAURENT,2,47.7203,1.57917,339627000,349753000,365851000,247270000,254876000,266862000,92357200,94876800,98989300,238662,249803,264943,177148,185417,196655,61514.1,64385.6,68288.1,1125040,1169870,1240420,651747,679684,720744,473294,490191,519679,13226400,13576800,14393100,11157500,11448800,12137600,2068940,2127980,2255500,149295000,155074000,162041000,114662000,118996000,124306000,34632600,36077300,37735200,28649500,29504400,31274900,20383700,20993500,22254800,8265730,8510870,9020060
233,America - Northern,UNITED STATES OF AMERICA,ST. LUCIE,2,27.3486,-80.2464,64389000,75614000,82551700,45093000,53547000,58604900,19296000,22067000,23946700,255011,311320,342852,253609,309608,340966,1402.47,1712.15,1885.56,702730,871357,961337,688754,854239,942479,13976,17117.7,18858.4,3061820,3843180,4245130,2993520,3758520,4151930,68298.4,84653.5,93199.8,18480800,22439000,24289600,14233500,17742300,19420100,4247280,4696640,4869540,10746400,13489000,14895100,10326200,12963800,14316100,420240,525175,578933
234,Europe - Western,GERMANY,STADE,1,53.62,9.530833,375441000,383982000,393578000,258771000,265313000,273030000,116670000,118669000,120547000,1058330,1113050,1107840,952750,1002010,997319,105582,111040,110521,4290280,4521570,4550700,3529590,3719780,3744500,760688,801797,806202,9816220,10322100,10401900,7151820,7531910,7606550,2664400,2790220,2795350,130507000,134117000,136077000,92980400,95646200,97214900,37526300,38470600,38862400,37564800,38740200,38997600,27418000,28368300,28553600,10146800,10371900,10444000
235,America - Northern,UNITED STATES OF AMERICA,SURRY,2,37.1656,-76.6983,159373000,174063000,192105000,133049000,145340000,160467000,26324300,28723100,31637600,261419,375917,415111,244855,353036,389841,16563.9,22880.7,25269.7,1507960,1961970,2168020,1381210,1798500,1987550,126749,163476,180465,2874140,3514860,3880810,2304310,2841120,3137980,569824,673740,742840,63400300,68060300,75134300,53279500,57091500,63048900,10120800,10968900,12085400,15046900,16921200,18676100,12424900,13942900,15392900,2622060,2978280,3283220
236,America - Northern,UNITED STATES OF AMERICA,SUSQUEHANNA,2,41.0917,-76.1486,152016000,164156000,181181000,126621000,136723000,150966000,25395600,27433200,30215900,281800,281341,309656,220333,220147,242382,61468,61194,67274.1,1365330,1369010,1508240,943598,945036,1041020,421730,423976,467217,8672480,8911870,9831700,6941750,7145900,7886300,1730730,1765980,1945400,89461900,94417000,104224000,77927900,82327500,90911200,11534100,12089500,13313100,45619100,47567400,52511700,40857900,42672200,47125100,4761240,4895150,5386660
237,Asia - Far East,CHINA,TAISHAN,2,21.917778,112.981944,575483000,653428000,707083000,272990000,314491000,339614000,302493000,338937000,367469000,184476,274702,293441,16709.5,25165.1,26922,167767,249537,266519,3794960,5076410,5502700,1850490,2442380,2675550,1944470,2634030,2827150,31804300,41500700,44528000,24542500,31756300,34103900,7261820,9744410,10424100,150984000,183312000,196191000,83479100,102869000,110185000,67504900,80443300,86006300,61722200,80251900,86074100,39459400,51303500,55097200,22262800,28948400,30977000
238,Asia - Far East,JAPAN,TAKAHAMA,4,35.522563,135.504677,204071000,215382000,220073000,149160000,157361000,160309000,54910900,58020800,59763800,191499,196111,196360,65299.1,66871.8,66956.8,126200,129239,129403,4417200,4518790,4528080,3148440,3221150,3228390,1268750,1297640,1299690,29251600,29976500,30049200,25826700,26479400,26545600,3424920,3497090,3503570,115795000,118876000,119402000,95262400,97970600,98427800,20532800,20905400,20974600,47655000,48749100,48859100,38673600,39607700,39700800,8981360,9141390,9158330
239,Asia - Middle East and South,INDIA,TARAPUR,4,19.828785,72.661201,568977000,700672000,820686000,184165000,230100000,269807000,384812000,470572000,550879000,356672,458057,534173,128485,165001,192433,228187,293056,341739,6036900,7790780,9082710,4775220,6146920,7167770,1261680,1643870,1914940,23403000,30369900,35394000,17440600,22540600,26277600,5962450,7829300,9116360,152235000,189151000,220163000,57006400,71456500,83205200,95228100,117695000,136958000,53975200,69925300,81418700,28747300,37171700,43307300,25227900,32753500,38111400
240,Europe - Central and Eastern,CZECH REPUBLIC,TEMELIN,2,49.176113,14.3819,425787000,430780000,436168000,278926000,283350000,288653000,146860000,147430000,147515000,254909,266455,274528,161964,169269,175404,92944.9,97186.4,99124.2,991837,1050850,1079120,374256,395220,406606,617581,655630,672509,7572220,7424220,7610650,4533630,4255160,4366300,3038580,3169070,3244350,173331000,176617000,178068000,110308000,112620000,113735000,63023600,63996700,64332900,38903900,39456100,39959600,24207700,24450300,24782000,14696200,15005800,15177600
241,America - Northern,UNITED STATES OF AMERICA,THREE MILE ISLAND,2,40.1531,-76.725,157600000,170581000,188270000,131198000,142000000,156790000,26401600,28581100,31480200,741813,758846,836770,666607,682191,752251,75205.8,76654.9,84518.6,2188280,2245640,2476740,1564820,1602600,1767620,623455,643044,709123,14306300,14985000,16546100,12585800,13215000,14593800,1720500,1770060,1952300,89818400,95389100,105285000,77383000,82201700,90761300,12435400,13187400,14523700,42297800,44241300,48860000,37705700,39482200,43619000,4592100,4759090,5240930
242,Europe - Western,GERMANY,THTR,1,51.679167,7.971667,381862000,391096000,402226000,264060000,271122000,279812000,117802000,119973000,122414000,1004030,1049580,1045430,902103,943076,939370,101931,106507,106063,7922740,8305350,8275210,7234730,7582000,7554580,688006,723352,720631,24274200,25449600,25483100,19870800,20805000,20822000,4403480,4644620,4661100,172723000,177934000,182371000,127498000,131303000,134852000,45224900,46630900,47519000,71117200,74231200,75427400,54259700,56711900,57707600,16857600,17519300,17719800
243,Asia - Far East,CHINA,TIANWAN,2,34.687468,119.459851,826843000,914475000,974481000,475506000,526671000,561015000,351337000,387804000,413466000,848937,899370,960498,580879,615388,657214,268058,283983,303284,6005940,6371370,6804590,4356700,4617830,4931790,1649250,1753550,1872800,27038700,28913200,30880600,16837800,17999600,19224100,10200900,10913600,11656500,363751000,400822000,428166000,216916000,238977000,255286000,146835000,161845000,172880000,106586000,115666000,123553000,62974600,68311400,72969700,43611600,47354800,50583400
244,Europe - Western,BELGIUM,TIHANGE,3,50.533374,5.273377,368102000,377885000,391130000,260511000,267807000,277936000,107591000,110078000,113195000,791654,809753,848910,627556,641922,672976,164098,167831,175934,5677280,5833250,6080950,4782820,4912450,5118420,894454,920802,962531,23203800,24022800,24834600,19219900,19893000,20533400,3983970,4129720,4301140,184331000,191196000,197327000,139006000,144187000,149005000,45325200,47008700,48321800,74484800,77617200,80049800,60374000,62852700,64852200,14110800,14764600,15197600
245,Asia - Far East,JAPAN,TOKAI,2,36.466624,140.609604,150073000,153861000,155307000,116229000,119186000,120195000,33843900,34674900,35112200,888107,920516,922427,645154,668697,670085,242953,251819,252342,3878610,4060940,4069380,2350910,2466110,2471210,1527700,1594820,1598170,35152000,36904600,36992000,31420200,33015800,33094600,3731880,3888780,3897450,91898200,95015600,95236700,76306000,79058100,79246100,15592200,15957600,15990600,52762100,54998500,55127000,43501900,45446600,45554200,9260260,9551980,9572840
246,Asia - Far East,JAPAN,TOMARI,3,43.03592,140.513203,151066000,157543000,160496000,105454000,109580000,110913000,45612600,47963400,49582400,74485.2,75763.7,75769.5,34724,35167.4,35161.2,39761.2,40596.3,40608.3,1834200,1868470,1875900,1577960,1611910,1619040,256242,256553,256852,3778170,3820760,3834210,2923420,2967160,2979030,854754,853603,855178,15564900,15673700,15675700,9253200,9342730,9352080,6311690,6330950,6323620,6685860,6734990,6751580,4333270,4377310,4391460,2352600,2357680,2360110
247,Europe - Western,UNITED KINGDOM,TORNESS,2,55.968423,-2.408406,212926000,220168000,228393000,160420000,165987000,172296000,52506100,54181200,56097000,54709.2,55687.9,58398.4,13480.4,13837.8,14506.3,41228.8,41850.1,43892.1,1413310,1442980,1515530,1215050,1240960,1303540,198258,202014,211998,6061800,6232750,6547760,5446280,5602020,5885760,615511,630731,662009,59857500,61838400,65511000,50216500,51847200,54815600,9640940,9991250,10695400,19109500,19879100,20885600,16921900,17612100,18505300,2187680,2266900,2380310
248,Europe - Western,UNITED KINGDOM,TRAWSFYNYDD,2,52.924864,-3.948439,235271000,243738000,253839000,176598000,183018000,190659000,58672800,60719900,63179400,95887.7,96833.9,101559,5383.8,5429.15,5698.45,90503.9,91404.8,95860.4,973233,991396,1041040,651485,665035,698669,321748,326362,342366,11534700,12056200,12679700,10145700,10619500,11169400,1388950,1436640,1510380,79903700,82507000,87365100,65471300,67557400,71398600,14432400,14949600,15966500,42509400,44114200,46730600,35313700,36640300,38762200,7195690,7473880,7968460
249,Europe - Western,FRANCE,TRICASTIN,4,44.3297,4.73222,385850000,400678000,422047000,273343000,283708000,298723000,112507000,116971000,123324000,274322,290696,308113,166707,176578,187161,107616,114119,120951,1515500,1616740,1713510,948540,1012060,1072670,566958,604681,640843,6290040,6744720,7150150,4585120,4928800,5225480,1704910,1815930,1924660,96492700,99871000,105841000,69577900,71985700,76418800,26914900,27885200,29422100,21110200,22159600,23481400,15268100,16079400,17041400,5842150,6080160,6440000
250,Europe - Western,SPAIN,TRILLO,1,40.700464,-2.623286,192124000,204888000,224062000,128309000,136041000,148368000,63814500,68846500,75693700,14678.3,14736.8,16606.5,7.28608,7.31513,8.24323,14671,14729.5,16598.3,451616,480880,541859,318585,344058,387688,133031,136822,154171,5910150,6306780,7106000,5023030,5405850,6091240,887125,900933,1014760,53806800,55735100,61995900,36375200,37850300,42158200,17431600,17884800,19837600,16219900,16744300,18854600,11619600,12064900,13586900,4600380,4679410,5267740
251,America - Northern,UNITED STATES OF AMERICA,TROJAN,1,46.038333,-122.885,28593500,35087800,38703100,25763100,31686300,34960400,2830470,3401420,3742690,119273,136266,150083,97219.7,110725,121937,22052.8,25541.3,28145.3,1539140,1810270,2000450,1440640,1696110,1874740,98501.2,114153,125709,3162240,3817350,4215990,2855720,3457080,3819220,306513,360264,396770,11499700,14081200,15541700,10229600,12561600,13869700,1270180,1519590,1671930,6813980,8356280,9226420,6136320,7549470,8337840,677661,806809,888581
252,Asia - Far East,JAPAN,TSURUGA,2,35.7497,136.021,202108000,213187000,217718000,148104000,156179000,159044000,54003700,57008500,58674800,251505,261624,262308,125698,130859,131219,125807,130765,131089,2506410,2582500,2588990,1695170,1749090,1753780,811246,833409,835213,28631600,29421900,29493100,25290000,25994400,26058800,3341550,3427500,3434230,109056000,112350000,112627000,89545700,92463100,92696500,19510000,19886900,19930500,50519500,51782500,51898800,41116600,42187400,42285800,9402930,9595170,9613050
253,America - Northern,UNITED STATES OF AMERICA,TURKEY POINT,2,25.435,-80.3314,60430100,71990100,79135600,40010300,48034000,52714900,20419800,23956100,26420600,392478,493424,546399,391624,492350,545209,854.189,1073.89,1189.18,2336910,2946650,3262010,2335990,2945490,3260720,926.9,1165.62,1290.75,3929690,4986950,5516850,3922890,4976570,5505480,6801.79,10376.1,11368.9,19083800,22726200,24403300,14431800,17707200,19257000,4652010,5018980,5146340,6244710,7779830,8559500,5991270,7493490,8256270,253436,286339,303222
254,Asia - Far East,"KOREA, REPUBLIC OF",ULCHIN,6,37.093025,129.383285,510141000,551133000,578981000,334779000,361261000,378304000,175362000,189872000,200677000,80211.4,77066.3,80562,21142.6,19848.8,20743.5,59068.9,57217.6,59818.4,611861,597166,623726,242130,231266,241610,369730,365900,382116,4440360,4490700,4689970,2852040,2861490,2988670,1588320,1629210,1701300,95288700,102096000,105622000,65756900,70642600,73020800,29531800,31453300,32600800,41143200,45196000,47213700,34311400,38094900,39800800,6831730,7101040,7412910
255,Europe - Western,GERMANY,UNTERWESER,1,53.4277,8.480197,368892000,377868000,388144000,255608000,262375000,270456000,113284000,115493000,117689000,510880,537030,572920,424846,446592,476438,86034,90437.9,96481.9,2476190,2613780,2720840,1856960,1957970,2053910,619228,655810,666929,10685900,11312400,11429000,7932960,8389550,8483580,2752940,2922880,2945470,132874000,136567000,138950000,95320500,98044300,99906200,37554000,38523000,39043800,43323500,45329400,45874200,33048700,34684900,35114000,10274800,10644400,10760100
256,Europe - Western,GERMANY,VAK KAHL,1,50.059119,8.987278,406031000,415412000,427177000,280254000,287477000,297098000,125777000,127936000,130079000,1827590,1921540,1914350,1632590,1715050,1708680,195003,206484,205667,5946640,6269960,6246660,4220060,4446850,4430630,1726590,1823110,1816030,17222800,18135300,18071500,10561900,11142500,11102700,6660890,6992780,6968740,186159000,191699000,196877000,133779000,137789000,141717000,52379400,53910000,55160000,70112000,73164900,73687000,50430300,52668600,53038600,19681800,20496400,20648400
257,America - Northern,UNITED STATES OF AMERICA,VALLECITOS,1,37.613267,-121.840164,46874900,57578800,63562000,43982200,53914300,59530400,2892670,3664500,4031590,1067870,1328320,1466500,1065960,1326210,1464170,1912.16,2108.78,2326.45,5332950,6961990,7686790,5271950,6888910,7606130,61002.7,73080.6,80656.6,8685580,10680400,11781200,8416250,10372200,11442200,269327,308162,339029,27534400,31698900,34977600,26558700,30554800,33721000,975698,1144120,1256620,11190800,13706000,15106000,10547400,12965400,14292600,643430,740555,813334
258,Europe - Western,SPAIN,VANDELLOS,2,40.950996,0.866517,266061000,281272000,302919000,185997000,195536000,210031000,80063500,85735300,92888800,142085,149871,168768,105226,111399,125443,36859.4,38471.8,43324.9,725213,765144,861629,518677,550164,619512,206536,214980,242117,5837430,5996180,6753950,5176270,5314180,5986890,661160,682001,767063,52481800,56213300,62697200,36760500,39456500,44031000,15721300,16756900,18666100,13630700,14307200,15986700,10779500,11314300,12659400,2851190,2992890,3327270
259,America - Northern,UNITED STATES OF AMERICA,VERMONT YANKEE,1,42.7803,-72.5158,120766000,128573000,141898000,101222000,107715000,118927000,19544100,20858200,22971500,130556,133085,146514,73395.3,74795.9,82342,57160.6,58289.3,64171.9,1118770,1148730,1265250,732674,750277,826327,386095,398450,438925,10319700,10655900,11752300,8856680,9140660,10083600,1463020,1515230,1668720,70344700,73987400,81680300,62105300,65418300,72247600,8239440,8569030,9432700,33904600,35205900,38875300,30586600,31776700,35101800,3317980,3429100,3773530
260,Europe - Central and Eastern,RUSSIAN FEDERATION,VILYUCHINSK,2,59.931389,30.258056,141911000,137868000,133762000,92412000,89938100,87392900,49498600,47930400,46368600,3748080,3386340,3239450,3690180,3334550,3189990,57908.3,51789.3,49467.4,4859170,4368660,4176880,4728210,4253180,4066700,130962,115484,110180,5480590,4884190,4678550,5131640,4579590,4387370,348955,304600,291178,23475400,22196400,21560000,16028500,15086600,14664100,7446900,7109830,6895910,9019310,8281210,8047670,7446810,6826140,6633940,1572500,1455070,1413740
261,America - Northern,UNITED STATES OF AMERICA,VIRGIL C. SUMMER,1,34.2958,-81.3203,163051000,179448000,198059000,135583000,149430000,164993000,27467300,30017800,33066000,102097,120274,132825,72742.9,85693.8,94636.3,29353.8,34579.8,38188.4,788302,914897,1009410,578385,671267,740581,209916,243630,268825,4049760,4790550,5287090,3063500,3628360,4004970,986265,1162190,1282120,36057300,42572200,46961600,26099500,31039700,34252900,9957740,11532500,12708700,13930400,16949100,18704000,10432400,12724100,14045900,3498020,4224970,4658100
262,America - Northern,UNITED STATES OF AMERICA,VOGTLE,2,33.1419,-81.7647,155866000,171921000,189371000,127712000,141146000,155744000,28153700,30774300,33626600,27952.3,33164.3,36563.5,14328.9,17027,18774.1,13623.3,16137.2,17789.5,513151,625075,689087,396377,482734,532247,116775,142341,156840,2070630,2520000,2778530,1515970,1842870,2032200,554665,677131,746333,34540300,41413200,45674700,25807100,31151400,34366900,8733210,10261900,11307800,11277600,13988000,15438300,8707690,10814700,11939900,2569940,3173240,3498450
263,Europe - Central and Eastern,RUSSIAN FEDERATION,VOLGODONSK,4,47.599342,42.371878,188235000,189024000,186985000,115207000,115935000,113950000,73028500,73089400,73035200,172912,171940,164724,145912,145097,139011,26999.8,26842.7,25713.1,417367,412034,392358,167738,167245,159970,249629,244789,232388,1271710,1261250,1199580,366933,366503,349882,904778,894751,849694,46740800,45387000,42920900,30689100,29747300,28151000,16051700,15639800,14769900,11238700,11092900,10561400,7733850,7591700,7237850,3504870,3501210,3323560
264,America - Northern,UNITED STATES OF AMERICA,WATERFORD,1,29.995,-90.4711,97451400,113388000,124819000,74862200,87705600,96782800,22589200,25682600,28036000,318856,331302,366342,313257,325467,359880,5598.73,5834.72,6461.65,1817550,1890930,2091020,1710190,1779450,1967890,107358,111479,123130,2882320,3003080,3318520,2514970,2618570,2894090,367347,384510,424435,19304900,21942800,24211200,15051100,17182700,18968400,4253860,4760070,5242790,5561060,5896630,6510880,4424870,4684030,5174260,1136190,1212600,1336620
265,America - Northern,UNITED STATES OF AMERICA,WATTS BAR,2,35.6028,-84.7903,179391000,198481000,219071000,148223000,164340000,181466000,31168400,34141600,37605200,72839,85917.1,94727.3,33498.5,39494.5,43545.5,39340.4,46422.6,51181.7,721777,846611,933386,501929,588875,649276,219848,257736,284110,2439230,2869120,3162390,1550280,1819210,2005240,888956,1049910,1157150,46010900,52016800,57377900,33539900,37958000,41887600,12471100,14058700,15490400,14144300,16610000,18330600,10199700,12037300,13290100,3944580,4572620,5040500
266,Europe - Western,UNITED KINGDOM,WINFRITH,1,50.682,-2.261,289521000,298536000,312195000,216589000,223462000,233876000,72931900,75074300,78319200,470878,482616,506709,392941,403261,423463,77937.4,79354.9,83246,2078610,2128110,2234940,1506940,1547280,1625260,571676,580832,609683,10464300,10631400,11166900,8329940,8466650,8893920,2134310,2164780,2273020,113481000,117472000,124209000,91786700,94945300,100259000,21694000,22526800,23949800,41632200,42673000,44875300,34218600,35052500,36856000,7413580,7620530,8019290
267,America - Northern,UNITED STATES OF AMERICA,WOLF CREEK,1,38.2389,-95.6889,108642000,121726000,134332000,85823400,96659800,106729000,22818900,25065900,27602900,11097.7,11930.7,13145.7,19.7941,21.2773,23.445,11077.9,11909.4,13122.2,143992,155087,170725,63348.9,68358.8,75220.1,80643.3,86728.6,95505.1,2364340,2521920,2785250,2004230,2134760,2358560,360109,387158,426690,22131400,23897300,26358900,16289000,17596500,19422600,5842350,6300730,6936280,6582610,7065900,7797200,4957810,5311700,5864900,1624810,1754190,1932300
268,Asia - Far East,"KOREA, REPUBLIC OF",WOLSONG,4,35.711463,129.474808,495412000,535190000,561962000,328881000,354670000,371234000,166531000,180520000,190727000,1311070,1249580,1306450,1215320,1158320,1211040,95745.2,91254.4,95407.7,5554080,5330530,5571790,5059400,4845530,5064840,494679,484998,506950,12961900,12452300,13006900,11204700,10750500,11230400,1757180,1701780,1776510,103705000,109890000,112950000,76519000,81264800,83442300,27185900,28624800,29507600,41509600,42517000,44056900,33525200,34666400,35950000,7984440,7850590,8106850
269,Europe - Western,GERMANY,WUERGASSEN (KWW),1,51.639167,9.391389,391652000,400543000,410756000,267850000,274741000,282988000,123801000,125802000,127767000,329718,350549,349058,170942,181758,180985,158775,168791,168073,3555860,3732070,3716310,2501760,2630680,2619540,1054100,1101390,1096760,15197900,15814300,15752800,10696700,11179300,11136300,4501270,4634960,4616460,160932000,166111000,169537000,114119000,117824000,120468000,46813800,48287400,49068300,67700600,70080800,70471300,49610000,51452200,51765300,18090700,18628600,18706000
